date,open,high,low,close,adjclose,volume,ticker
2021-06-27,875.0,908.4500122070312,866.8499755859375,891.25,891.25,10395065,GODREJCP.NS
2021-07-04,902.0,980.7000122070312,902.0,965.6500244140625,965.6500244140625,15632580,GODREJCP.NS
2021-07-11,970.0,974.0499877929688,935.4000244140625,951.0999755859375,951.0999755859375,3408934,GODREJCP.NS
2021-07-18,949.0999755859375,984.0,939.25,980.1500244140625,980.1500244140625,3359761,GODREJCP.NS
2021-07-25,984.9000244140625,1010.0,969.0999755859375,987.7999877929688,987.7999877929688,5432564,GODREJCP.NS
2021-08-01,990.0499877929688,1024.0,969.25,972.25,972.25,6100343,GODREJCP.NS
2021-08-08,972.25,999.9500122070312,957.0499877929688,983.25,983.25,3499506,GODREJCP.NS
2021-08-15,983.25,1045.0,976.4500122070312,1033.1500244140625,1033.1500244140625,5780822,GODREJCP.NS
2021-08-22,1045.0,1074.8499755859375,1000.0,1054.050048828125,1054.050048828125,11762338,GODREJCP.NS
2021-08-29,1057.800048828125,1135.5,1057.800048828125,1119.3499755859375,1119.3499755859375,9254660,GODREJCP.NS
2021-09-05,1120.0,1132.0,1095.25,1109.25,1109.25,3727378,GODREJCP.NS
2021-09-12,1108.9000244140625,1138.0,1082.699951171875,1090.5999755859375,1090.5999755859375,4768902,GODREJCP.NS
2021-09-19,1086.0,1102.5,1037.199951171875,1041.6500244140625,1041.6500244140625,5318421,GODREJCP.NS
2021-09-26,1043.0999755859375,1102.449951171875,1006.1500244140625,1020.3499755859375,1020.3499755859375,9391926,GODREJCP.NS
2021-10-03,1026.0,1065.8499755859375,1007.3499755859375,1019.2999877929688,1019.2999877929688,5018355,GODREJCP.NS
2021-10-10,1025.0,1072.199951171875,1012.7999877929688,1038.699951171875,1038.699951171875,3748081,GODREJCP.NS
2021-10-17,1066.050048828125,1066.050048828125,953.0499877929688,960.7999877929688,960.7999877929688,6272303,GODREJCP.NS
2021-10-24,961.25,1016.0,930.0,956.6500244140625,956.6500244140625,7693785,GODREJCP.NS
2021-10-31,956.2000122070312,977.5499877929688,948.0499877929688,971.7000122070312,971.7000122070312,1560140,GODREJCP.NS
2021-11-07,973.4000244140625,985.25,911.0,919.5999755859375,919.5999755859375,6308565,GODREJCP.NS
